N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,4e-05,4168.0,2.0,9.54
20,0.00017,4184.0,3.0,18.577
30,0.0003,3180.0,3.031,27.798
40,0.00033,3172.0,3.057,36.991
50,0.00063,4152.0,3.078,46.371
60,0.00088,4152.0,3.1,55.82
70,0.00106,4184.0,3.112,65.273
80,0.00127,4148.0,3.113,74.652
90,0.00138,4180.0,3.133,84.242
100,0.00183,3140.0,3.126,93.652
200,0.0038799999999999998,3140.0,3.218,189.515
300,0.009890000000000001,3144.0,3.301,286.486
400,0.01582,4144.0,3.335,383.608
500,0.022920000000000003,3108.0,3.36,481.061
600,0.028030000000000003,3108.0,3.411,578.526
700,0.03599,4152.0,3.433,676.499
800,0.04423,3104.0,3.482,774.523
900,0.05216,3192.0,3.467,872.684
1000,0.05904,3136.0,3.467,970.799
1200,0.08376,3108.0,3.524,1167.44
1400,0.12027,3140.0,3.548,1364.63
1600,0.12834,4140.0,3.574,1561.79
1800,0.18287,4212.0,3.609,1759.14
2000,0.17789,4132.0,3.591,1956.18
2500,0.21345,4208.0,3.656,2450.31
3000,0.31321,4180.0,3.673,2945.3
3500,0.46207,6196.0,3.679,3439.97
4000,0.46458,4132.0,3.701,3935.58
4500,0.6091,5176.0,3.746,4431.26
5000,0.79586,5216.0,3.758,4926.86
6000,0.77919,5152.0,3.79,5919.46
7000,1.4172799999999999,7236.0,3.804,6911.56
8000,1.7206400000000002,7312.0,3.814,7905.41
9000,2.16767,8228.0,3.82,8898.58
10000,2.55065,8228.0,3.819,9892.83
