N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,1e-05,5176.0,1.0,2.521
20,4e-05,5176.0,1.0,4.515
30,8.999999999999999e-05,5212.0,1.0,6.136
40,0.0001,6212.0,1.0,7.478
50,0.00017,7208.0,1.0,8.789
60,0.00017,8244.0,1.0,9.994
70,0.00029,9268.0,1.0,11.072
80,0.00035,8260.0,1.0,12.189
90,0.00029,10332.0,1.0,13.057
100,0.00034,10292.0,1.0,14.063
200,0.00423,3164.0,1.986,189.637
300,0.00554,3152.0,2.0,286.245
400,0.01035,4144.0,2.0,383.445
500,0.013460000000000001,4192.0,2.0,481.024
600,0.01777,4132.0,2.0,578.71
700,0.02366,4140.0,2.0,676.87
800,0.02578,4148.0,2.0,774.581
900,0.03447,4132.0,2.0,872.608
1000,0.04304,4148.0,2.0,971.043
1200,0.05096,4168.0,2.0,1167.5
1400,0.05884,5156.0,2.0,1364.65
1600,0.07524,5168.0,2.0,1561.79
1800,0.10833,5156.0,2.0,1758.98
2000,0.12928,5192.0,2.0,1956.42
2500,0.16516999999999998,6180.0,2.0,2450.43
3000,0.17704,7252.0,2.0,2945.08
3500,0.22649,8296.0,2.0,3439.8
4000,0.27856000000000003,8308.0,2.0,3935.71
4500,0.33299,9288.0,2.0,4430.98
5000,0.43189999999999995,10276.0,2.0,4926.89
6000,0.52936,11312.0,2.0,5919.26
7000,0.72329,12372.0,2.0,6911.9
8000,0.81955,14424.0,2.0,7904.94
9000,1.37506,15396.0,2.0,8898.58
10000,1.58617,16420.0,2.0,9893.04
