N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3192.0,1.0,2.35
20,0.0,3192.0,1.0,2.29
30,0.0001,3172.0,2.01,21.29
40,0.0001,3172.0,2.02,26.45
50,0.0003,4176.0,2.02,31.05
60,0.0003,4176.0,2.06,36.09
70,0.0004,3224.0,2.02,39.89
80,0.0005,3128.0,2.03,44.42
90,0.0006,3172.0,2.0,48.65
100,0.0007000000000000001,3192.0,2.05,52.38
200,0.0022,3136.0,2.09,86.89
300,0.004,3220.0,2.18,116.24
400,0.0063,3148.0,2.22,134.4
500,0.0091,4196.0,2.3,147.46
600,0.012,3196.0,2.31,163.49
700,0.015,3180.0,2.3,168.79
800,0.0194,3184.0,2.46,179.82
900,0.0229,3172.0,2.41,178.35
1000,0.0263,3136.0,2.41,195.87
1200,0.0344,3184.0,2.33,199.47
1400,0.0438,3172.0,2.36,226.26
1600,0.054900000000000004,3208.0,2.45,219.73
1800,0.06480000000000001,4256.0,2.42,236.26
2000,0.0791,4196.0,2.49,258.79
2500,0.11199999999999999,4208.0,2.53,286.24
3000,0.14300000000000002,4152.0,2.48,298.77
3500,0.1886,4208.0,2.58,323.16
4000,0.23260000000000003,5212.0,2.64,337.2
4500,0.2752,5220.0,2.64,362.66
5000,0.3221,5280.0,2.63,409.9
6000,0.4339,5236.0,2.64,422.5
7000,0.5433,6264.0,2.63,460.62
