K,Average User Time (s),Average Memory (KB),Passes
1,2.42,17152.0,11
2,1.984,19219.2,6
3,1.986,20553.6,4
4,1.83,21398.4,3
5,2.008,23030.4,3
6,2.456,23203.2,2
7,2.342,25529.6,2
8,2.33,27222.4,2
9,3.074,27628.8,2
10,3.696,30128.0,2
