K,Average User Time (s),Average Memory (KB),Passes
1,0.0,3668.0,2
2,0.0,3652.0,2
3,0.0,3677.6,1
4,0.0,3596.8,1
5,0.0,3738.4,1
6,0.0,3622.4,1
7,0.0,3700.0,1
8,0.0,3661.6,1
9,0.0,3630.4,1
10,0.0,3730.4,1
