K,Time (s),Memory (KB),AvgPasses,AvgHeight
1,0.7925999999999999,6488.6,14.89,89.32
2,0.5343000000000001,7270.24,7.34,78.02
3,0.32910000000000006,8293.48,4.49,73.96
4,0.2866000000000004,9316.92,3.48,68.94
5,0.20709999999999998,10347.2,3.0,68.28
6,0.3553999999999998,11349.64,3.0,65.94
7,0.12659999999999974,12383.04,2.02,63.7
8,0.12720000000000004,13415.76,2.0,63.67
9,0.13070000000000018,14426.36,2.0,63.95
10,0.13620000000000024,15450.76,2.0,64.0
12,0.1788,16488.56,2.0,63.54
14,0.03269999999999996,6232.08,1.0,0.0
16,0.03319999999999998,6247.4,1.0,0.0
18,0.03359999999999997,6249.44,1.0,0.0
20,0.03349999999999996,6231.0,1.0,0.0
25,0.032499999999999966,6246.72,1.0,0.0
30,0.03309999999999994,6247.16,1.0,0.0
35,0.03379999999999997,6250.48,1.0,0.0
40,0.03279999999999995,6238.76,1.0,0.0
45,0.032099999999999955,6238.4,1.0,0.0
50,0.03469999999999997,6248.12,1.0,0.0
60,0.03439999999999997,6250.6,1.0,0.0
70,0.03359999999999997,6240.08,1.0,0.0
80,0.03329999999999997,6251.24,1.0,0.0
90,0.033999999999999954,6246.4,1.0,0.0
100,0.03299999999999996,6243.44,1.0,0.0
150,0.033199999999999966,6240.24,1.0,0.0
200,0.03429999999999997,6238.44,1.0,0.0
250,0.03349999999999997,6250.76,1.0,0.0
300,0.03299999999999995,6227.92,1.0,0.0
400,0.03389999999999996,6247.64,1.0,0.0
500,0.034099999999999984,6249.2,1.0,0.0
750,0.03419999999999997,6246.4,1.0,0.0
1000,0.033199999999999966,6250.8,1.0,0.0
1500,0.03339999999999996,6243.2,1.0,0.0
2000,0.033099999999999956,6248.72,1.0,0.0
2500,0.03299999999999996,6252.72,1.0,0.0
3000,0.033199999999999966,6219.68,1.0,0.0
4000,0.03299999999999996,6232.2,1.0,0.0
5000,0.032499999999999966,6247.08,1.0,0.0
7500,0.03259999999999994,6243.64,1.0,0.0
10000,0.03439999999999997,6244.44,1.0,0.0
