M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4179.76,1.0,0.0
2000,0.0,4200.44,1.0,0.0
3000,0.0,4186.92,1.0,0.0
4000,0.0,4198.28,1.0,0.0
5000,0.0,4193.36,1.0,0.0
6000,0.0,4190.28,1.0,0.0
7000,0.0,4195.92,1.0,0.0
8000,0.0,4189.76,1.0,0.0
9000,0.0,4189.92,1.0,0.0
10000,0.0,4178.04,1.0,0.0
12000,0.0,4201.88,1.0,0.0
14000,0.0,4202.16,1.0,0.0
16000,0.0,4200.76,1.0,0.0
18000,0.0012999999999999997,4192.88,1.0,0.0
25000,0.0063000000000000035,5205.2,1.0,0.0
30000,0.009700000000000007,5078.8,1.0,0.0
35000,0.010000000000000007,5187.8,1.0,0.0
40000,0.010000000000000007,5213.08,1.0,0.0
45000,0.010000000000000007,5223.44,1.0,0.0
50000,0.010800000000000008,5225.24,1.0,0.0
60000,0.01590000000000001,5225.28,1.0,0.0
70000,0.020000000000000014,6083.92,1.0,0.0
80000,0.020400000000000015,6203.88,1.0,0.0
90000,0.023200000000000002,6214.28,1.0,0.0
100000,0.02839999999999997,6238.0,1.0,0.0
200000,0.1337000000000002,15461.32,2.0,9528.25
300000,0.18579999999999985,15464.04,2.0,9690.55
400000,0.23280000000000012,15444.32,2.0,9773.48
500000,0.28880000000000006,15462.64,2.0,9821.64
600000,0.33939999999999965,15442.2,2.0,9855.47
700000,0.3884000000000002,15463.28,2.0,9879.73
800000,0.4347,15466.24,2.0,9896.73
900000,0.48679999999999973,15463.12,2.0,9908.58
1000000,0.5336000000000003,15465.12,2.0,9918.58
2000000,1.0326000000000002,15463.04,2.0,9962.6
4000000,2.0222999999999995,15470.76,2.0,9983.52
6000000,3.044300000000001,15466.88,2.0,9989.8
8000000,4.025600000000001,15464.28,2.0,9993.19
10000000,5.114700000000002,15469.28,2.0,9994.84
15000000,11.534599999999998,15468.48,2.99,9996.87
20000000,14.795500000000004,15466.48,2.99,9997.82
25000000,18.348300000000005,15464.12,2.99,9998.47
30000000,22.324800000000003,15467.04,2.99,9999.15
35000000,26.23119999999999,15467.76,2.99,9999.54
40000000,30.427299999999995,15455.56,2.99,9999.72
49995000,37.44499999999999,15467.08,2.99,10000.0
