M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4202.24,1.0,0.0
2000,0.0,4199.48,1.0,0.0
3000,0.0,4200.24,1.0,0.0
4000,0.0,4189.36,1.0,0.0
5000,0.0,4191.76,1.0,0.0
6000,0.0,4197.16,1.0,0.0
7000,0.0,4194.6,1.0,0.0
8000,0.0,4201.48,1.0,0.0
9000,0.0,4195.64,1.0,0.0
10000,0.0,4202.04,1.0,0.0
12000,0.0,4204.6,1.0,0.0
14000,0.0,4194.16,1.0,0.0
16000,0.0001,4203.96,1.0,0.0
18000,0.0013999999999999998,4196.6,1.0,0.0
25000,0.006600000000000003,5155.24,1.0,0.0
30000,0.008600000000000005,5069.48,1.0,0.0
35000,0.010000000000000007,5209.28,1.0,0.0
40000,0.010100000000000007,5185.4,1.0,0.0
45000,0.010000000000000007,5202.68,1.0,0.0
50000,0.011900000000000008,5214.32,1.0,0.0
60000,0.01680000000000001,5210.28,1.0,0.0
70000,0.019900000000000015,6076.24,1.0,0.0
80000,0.020300000000000012,6182.48,1.0,0.0
90000,0.024000000000000004,6218.0,1.0,0.0
100000,0.02919999999999996,6225.4,1.0,0.0
200000,0.13430000000000025,15465.6,2.0,9528.25
300000,0.18449999999999991,15453.72,2.0,9690.55
400000,0.23859999999999995,15460.84,2.0,9773.48
500000,0.2982999999999999,15438.48,2.0,9821.64
600000,0.3432999999999996,15444.72,2.0,9855.47
700000,0.38800000000000023,15455.48,2.0,9879.73
800000,0.436,15472.52,2.0,9896.73
900000,0.4889999999999998,15465.96,2.0,9908.58
1000000,0.5327000000000002,15463.36,2.0,9918.58
2000000,1.515800000000001,15463.0,3.0,9958.24
4000000,3.0052999999999988,15469.12,3.0,9980.69
6000000,4.472300000000001,15452.32,3.0,9988.43
8000000,5.9613999999999985,15465.72,3.0,9992.2
10000000,7.599799999999998,15465.16,3.0,9994.53
15000000,12.135999999999997,15451.44,3.18,9997.12
20000000,18.863700000000005,15464.64,3.82,9998.29
25000000,23.831100000000006,15465.28,3.9,9998.85
30000000,29.2216,15465.08,3.9,9999.24
35000000,33.83319999999998,15458.04,3.9,9999.53
40000000,39.71739999999999,15463.36,3.9,9999.76
49995000,48.84390000000001,15445.68,3.9,10000.0
