M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.38120000000000004,5226.68,2.0,5.27
2000,0.34340000000000004,5234.16,2.0,8.07
3000,0.30549999999999994,5215.88,2.0,12.5
4000,0.25420000000000004,5242.88,2.0,20.88
5000,0.21910000000000018,5373.92,2.0,53.37
6000,0.16149999999999984,6234.16,2.0,337.73
7000,0.12129999999999994,6244.96,2.0,885.73
8000,0.09310000000000004,7271.08,2.0,1502.67
9000,0.07440000000000001,7273.16,2.0,2103.37
10000,0.059399999999999925,7269.92,2.0,2684.75
12000,0.04200000000000001,8265.04,2.0,3643.43
14000,0.03059999999999995,8260.68,2.0,4431.06
16000,0.028499999999999966,8298.6,2.0,5077.39
18000,0.021800000000000014,8297.84,2.0,5593.52
25000,0.021300000000000013,9267.32,2.0,6818.54
30000,0.02440000000000001,10262.88,2.0,7361.46
35000,0.027999999999999973,10325.24,2.0,7736.19
40000,0.03099999999999996,11351.92,2.0,8020.68
45000,0.03469999999999999,11366.24,2.0,8249.16
50000,0.039800000000000016,12311.12,2.0,8420.19
60000,0.04579999999999996,13340.08,2.0,8685.21
70000,0.0535999999999999,14366.4,2.0,8869.93
80000,0.06099999999999989,14438.6,2.0,9011.06
90000,0.10479999999999987,15465.36,3.0,9127.47
100000,0.11449999999999985,15463.2,3.0,9156.45
200000,0.1825999999999999,15463.08,3.0,9550.55
300000,0.2599000000000001,15463.36,3.0,9717.57
400000,0.33709999999999973,15464.52,3.0,9794.27
500000,0.4193000000000001,15464.76,3.0,9839.13
600000,0.49120000000000014,15462.28,3.0,9868.22
700000,0.5618999999999997,15463.96,3.0,9888.96
800000,0.6412999999999996,15464.4,3.0,9905.64
900000,0.7080000000000003,15463.76,3.0,9915.62
1000000,0.7913000000000006,15459.68,3.03,9923.99
2000000,2.0207000000000006,15463.12,4.0,9957.76
4000000,4.011899999999998,15462.4,4.0,9982.84
6000000,6.0309,15466.4,4.0,9989.95
8000000,7.906100000000001,15457.44,4.0,9993.27
10000000,10.1122,15463.28,4.0,9995.26
15000000,18.278599999999997,15465.08,4.79,9997.39
20000000,25.178499999999996,15462.36,4.95,9998.15
25000000,30.462300000000006,15464.12,4.95,9998.71
30000000,36.69489999999998,15464.56,4.95,9999.16
35000000,43.405999999999985,15452.16,4.95,9999.49
40000000,52.602800000000016,15454.12,4.95,9999.65
49995000,61.06309999999999,15465.92,4.95,10000.0
