M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4198.04,1.0,0.0
2000,0.0,4198.88,1.0,0.0
3000,0.0,4193.16,1.0,0.0
4000,0.0,4200.96,1.0,0.0
5000,0.0,4192.92,1.0,0.0
6000,0.0,4201.68,1.0,0.0
7000,0.0,4190.76,1.0,0.0
8000,0.0,4169.04,1.0,0.0
9000,0.0,4187.4,1.0,0.0
10000,0.0,4193.16,1.0,0.0
12000,0.0,4203.16,1.0,0.0
14000,0.0,4200.72,1.0,0.0
16000,0.0,4182.68,1.0,0.0
18000,0.0007000000000000001,4190.64,1.0,0.0
25000,0.005400000000000003,5180.88,1.0,0.0
30000,0.009200000000000007,5054.04,1.0,0.0
35000,0.010000000000000007,5202.64,1.0,0.0
40000,0.010000000000000007,5212.8,1.0,0.0
45000,0.010000000000000007,5221.92,1.0,0.0
50000,0.011100000000000007,5214.04,1.0,0.0
60000,0.017500000000000012,5226.4,1.0,0.0
70000,0.020000000000000014,6031.72,1.0,0.0
80000,0.020000000000000014,6186.6,1.0,0.0
90000,0.0236,6235.76,1.0,0.0
100000,0.029099999999999956,6251.8,1.0,0.0
200000,0.12800000000000014,15465.56,2.0,9547.86
300000,0.1796,15456.96,2.0,9718.14
400000,0.22860000000000005,15465.16,2.0,9795.63
500000,0.28300000000000014,15434.48,2.0,9841.43
600000,0.3266999999999998,15462.76,2.0,9867.73
700000,0.3818999999999999,15466.72,2.0,9889.67
800000,0.43220000000000036,15462.68,2.0,9904.04
900000,0.5427999999999994,15461.96,2.27,9914.76
1000000,0.7787000000000006,15463.56,3.0,9920.08
2000000,1.5155,15451.04,3.0,9958.9
4000000,2.9929,15468.24,3.0,9982.9
6000000,4.484299999999999,15465.08,3.0,9989.92
8000000,5.9307000000000025,15462.04,3.0,9993.18
10000000,7.821199999999999,15467.16,3.1,9995.07
15000000,15.123699999999994,15465.4,3.98,9997.02
20000000,19.528299999999998,15466.72,3.99,9997.88
25000000,24.511299999999995,15466.48,3.99,9998.75
30000000,29.376399999999993,15461.16,3.99,9999.24
35000000,34.8267,15467.88,3.99,9999.55
40000000,40.391,15454.96,3.99,9999.76
49995000,49.66750000000002,15468.4,3.99,10000.0
