K,Average User Time (s),Average Memory (KB),Passes
1,0.0533,4838.6667,14
2,0.03,5056.0,7
3,0.02,5230.6667,4
4,0.0167,5612.0,4
5,0.01,5822.6667,3
6,0.0133,6016.0,3
7,0.0167,6210.6667,3
8,0.01,6432.0,1
9,0.0033,6424.0,1
10,0.0033,6497.3333,1
