K,Average User Time (s),Average Memory (KB),Passes
1,13.894,28819.2,195
2,1.566,32052.0,4
3,1.042,36522.4,3
4,1.738,42564.8,2
5,0.096,47336.8,1
6,0.102,47343.2,1
7,0.098,47332.8,1
8,0.096,47335.2,1
9,0.1,47328.8,1
10,0.092,47343.2,1
