K,Average User Time (s),Average Memory (KB),Passes
1,3.67,215066.6667,5
2,3.01,191340.0,4
3,3.22,202846.6667,4
4,4.1233,240694.6667,4
5,2.61,156012.0,3
6,3.0267,174256.0,3
7,2.5933,209294.6667,3
8,1.62,193612.0,2
9,1.7767,182798.6667,2
10,1.8467,173314.6667,2
