N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3181.828,1.995,9.543
20,0.0,3181.472,2.289,18.489
30,0.0,3181.804,2.796,27.441
40,0.0,3181.316,2.956,36.186
50,0.0,3182.768,2.995,45.137
60,0.0,3182.188,2.999,53.904
70,0.0,3179.404,3.001,62.761
80,0.0,3182.404,3.0,71.699
90,0.0,3181.316,3.003,80.559
100,0.0,3182.468,3.001,89.672
200,0.0,3182.304,3.039,179.499
300,0.0,3184.18,3.147,270.292
400,2e-05,3182.244,3.351,361.786
500,0.0010400000000000008,3182.916,3.557,453.596
600,0.004399999999999951,3181.64,3.716,545.026
700,0.00862999999999986,3181.904,3.86,637.905
800,0.004539999999999948,3184.052,3.939,728.805
900,0.009799999999999835,3180.524,3.975,820.669
1000,0.010209999999999834,3182.692,3.992,912.05
1200,0.010009999999999832,3182.184,4.0,1095.328
1400,0.011259999999999815,3181.996,4.0,1277.8
1600,0.019299999999999706,4204.628,4.0,1461.571
1800,0.020039999999999662,4206.38,4.0,1644.882
2000,0.020119999999999666,4206.744,4.0,1828.649
2500,0.03000000000000038,4207.2,4.0,2289.473
3000,0.04930999999999963,4206.488,4.0,2750.68
3500,0.05388999999999911,4235.6,4.0,3213.279
4000,0.05228999999999951,5229.992,4.0,3675.02
4500,0.060890000000000756,5231.604,4.0,4139.239
5000,0.07016999999999962,5231.464,4.0,4602.682
6000,0.08886000000000176,6255.768,4.0,5531.429
7000,0.10476999999999895,6255.008,4.0,6460.269
8000,0.12064000000000137,7277.788,4.0,7390.743
9000,0.1410499999999993,7278.596,4.0,8322.934
10000,0.15893999999999808,8301.416,4.0,9255.805
