N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3182.108,1.995,9.542
20,0.0,3181.376,2.007,18.42
30,0.0,3182.076,2.115,27.334
40,0.0,3181.244,2.354,36.337
50,0.0,3181.54,2.674,45.528
60,0.0,3182.796,2.827,54.488
70,0.0,3178.892,2.944,63.449
80,0.0,3182.776,2.981,72.532
90,0.0,3181.908,2.997,81.247
100,0.0,3180.8,2.995,90.486
200,0.0,3181.46,3.0,179.824
300,0.0,3182.768,3.0,270.136
400,0.0,3182.276,3.0,360.89
500,2e-05,3183.404,3.0,451.85
600,0.0019100000000000015,3183.56,3.0,542.912
700,0.0009900000000000006,3183.608,3.0,634.992
800,5e-05,3182.3,3.0,726.287
900,0.006119999999999914,3183.012,3.0,818.448
1000,0.007929999999999875,3182.264,3.0,909.752
1200,0.009779999999999836,3183.128,3.0,1094.757
1400,0.009999999999999832,3183.0,3.0,1278.655
1600,0.010009999999999832,4204.752,3.0,1463.818
1800,0.012109999999999803,4207.696,3.0,1648.131
2000,0.01892999999999971,4207.708,3.0,1833.374
2500,0.020109999999999673,4205.596,3.0,2295.923
3000,0.029980000000000378,4208.02,3.0,2761.503
3500,0.034370000000000005,4235.676,3.0,3225.751
4000,0.04001999999999933,5231.072,3.0,3690.049
4500,0.049039999999999334,5231.424,3.0,4157.337
5000,0.051989999999999516,5232.552,3.0,4622.35
6000,0.06778000000000012,6255.212,3.0,5557.549
7000,0.0797899999999987,6255.564,3.0,6489.827
8000,0.09137000000000167,7277.504,3.0,7425.564
9000,0.10917999999999942,7279.168,3.0,8362.666
10000,0.12025000000000137,8300.908,3.0,9299.758
