N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4180.0,1.0,2.32
20,0.0,4164.0,1.0,2.32
30,0.0,4276.0,1.0,1.7
40,0.0001,4168.0,2.0,24.33
50,0.0002,4184.0,2.0,27.44
60,0.0002,4168.0,2.0,31.77
70,0.0003,4196.0,2.0,34.31
80,0.0003,4196.0,2.0,37.39
90,0.0004,4192.0,2.0,41.33
100,0.0005,4196.0,2.0,42.86
200,0.0011,4168.0,2.02,61.17
300,0.0019,4176.0,2.2,74.0
400,0.0029,4192.0,2.35,78.51
500,0.0039000000000000003,4168.0,2.37,81.38
600,0.0048,4168.0,2.32,85.91
700,0.005600000000000001,4168.0,2.28,81.73
800,0.0064,3144.0,2.25,84.76
900,0.0073,4168.0,2.2,78.67
1000,0.0085,5192.0,2.22,87.87
1200,0.0102,5192.0,2.11,75.98
1400,0.0126,4132.0,2.16,84.18
1600,0.014199999999999999,5192.0,2.07,72.04
1800,0.0169,5192.0,2.1,74.26
2000,0.0195,5192.0,2.12,79.37
2500,0.0279,6240.0,2.2,75.46
3000,0.0394,6216.0,2.36,73.69
3500,0.049100000000000005,6216.0,2.39,73.11
4000,0.06480000000000001,7240.0,2.5,67.72
4500,0.0801,7240.0,2.57,69.09
5000,0.1128,7204.0,2.84,78.35
6000,0.15109999999999998,7232.0,2.87,71.39
7000,0.20629999999999998,8228.0,2.98,73.51
8000,0.2572,9252.0,2.99,73.2
9000,0.298,10308.0,2.96,65.96
10000,0.36,11300.0,3.0,66.03
