K,Average User Time (s),Average Memory (KB),Passes
1,3.7633,109478.6667,4
2,1.9,104628.0,3
3,3.54,100721.3333,3
4,5.4333,111492.0,2
5,7.6,129605.3333,2
6,0.32,125749.3333,1
7,0.31,125760.0,1
8,0.32,125765.3333,1
9,0.33,125800.0,1
10,0.3167,125758.6667,1
