K,Time (s),Memory (KB),Passes
1,1.01,52988.0,4
2,1.02,52952.0,4
3,0.1,31936.0,1
4,0.08,31932.0,1
5,0.1,31828.0,1
6,0.09,31724.0,1
7,0.1,31832.0,1
8,0.08,31848.0,1
9,0.08,31940.0,1
10,0.08,31816.0,1
