K,Time (s),Memory (KB),Passes
1,0.57,60608.0,2
2,0.56,73900.0,2
3,0.09,31836.0,1
4,0.08,31908.0,1
5,0.1,31940.0,1
6,0.09,31816.0,1
7,0.08,31748.0,1
8,0.09,31924.0,1
9,0.09,31840.0,1
10,0.09,31836.0,1
