N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3184.36,3.19,10.0
20,0.0,3181.92,4.08,20.0
30,0.0,3182.52,4.8,30.0
40,0.0,3184.52,5.27,40.0
50,0.0,3181.12,5.81,50.0
60,0.0,3182.76,6.15,60.0
70,0.0,3184.92,6.55,70.0
80,0.0,3185.92,6.79,80.0
90,0.0002,3180.88,7.05,90.0
100,0.004000000000000002,3179.44,7.36,100.0
200,0.04190000000000001,3186.84,9.12,200.0
300,0.11359999999999988,3181.16,10.34,300.0
400,0.22109999999999996,3180.56,11.1,400.0
500,0.36979999999999996,3180.84,11.84,500.0
600,0.5542,3187.4,12.4,600.0
700,0.7848999999999999,3179.96,12.81,700.0
800,1.0412000000000003,3181.44,13.14,800.0
900,1.3387000000000007,3185.0,13.35,900.0
1000,1.7371000000000008,3180.04,13.74,1000.0
1200,2.5996000000000006,3182.16,14.33,1200.0
1400,3.718699999999999,3182.6,14.79,1400.0
1600,4.993299999999999,3183.2,15.3,1600.0
1800,6.502399999999998,4140.96,15.66,1800.0
2000,8.0561,4186.48,15.93,2000.0
2500,13.1708,4159.12,16.62,2500.0
3000,19.5883,4152.76,17.16,3000.0
3500,26.935299999999987,4147.52,17.57,3500.0
4000,36.361999999999995,5223.96,17.99,4000.0
4500,48.796699999999994,5236.12,18.37,4500.0
5000,59.48820000000003,5241.32,18.76,5000.0
6000,87.55239999999998,5947.76,19.33,6000.0
7000,120.82850000000003,6017.8,19.89,7000.0
8000,162.48850000000002,6647.48,20.26,8000.0
9000,205.31620000000004,7242.04,20.5,9000.0
10000,257.2469,7903.84,20.8,10000.0
