N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3184.8,2.95,10.0
20,0.0,3180.56,3.97,20.0
30,0.0,3182.32,4.69,30.0
40,0.0,3183.6,5.3,40.0
50,0.0,3182.28,5.7,50.0
60,0.0,3184.96,6.12,60.0
70,0.0,3186.12,6.55,70.0
80,0.0,3183.64,6.8,80.0
90,0.0003,3181.6,7.07,90.0
100,0.004100000000000002,3176.72,7.44,100.0
200,0.042100000000000005,3184.72,9.1,200.0
300,0.11259999999999987,3182.6,10.24,300.0
400,0.22029999999999986,3182.52,11.05,400.0
500,0.36710000000000037,3183.2,11.75,500.0
600,0.5436000000000001,3183.0,12.23,600.0
700,0.7816999999999998,3180.88,12.72,700.0
800,1.0330000000000006,3187.8,13.1,800.0
900,1.3413,3186.6,13.43,900.0
1000,1.7128000000000005,3182.64,13.8,1000.0
1200,2.6083,3183.4,14.4,1200.0
1400,3.7150000000000007,3186.6,14.74,1400.0
1600,4.9578000000000015,3180.04,15.21,1600.0
1800,6.428299999999999,4205.6,15.65,1800.0
2000,8.044500000000001,4209.92,16.0,2000.0
2500,13.077700000000002,4205.68,16.59,2500.0
3000,19.37019999999999,4205.8,17.06,3000.0
3500,26.93310000000001,4198.2,17.62,3500.0
4000,36.85470000000002,5228.36,18.09,4000.0
4500,48.50679999999999,5235.76,18.41,4500.0
5000,59.62,5244.2,18.8,5000.0
6000,87.14050000000002,5889.48,19.25,6000.0
7000,119.9047,6253.28,19.86,7000.0
8000,162.37849999999997,6668.04,20.18,8000.0
9000,204.52970000000005,7279.12,20.58,9000.0
10000,258.57450000000006,8068.24,20.97,10000.0
