N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3183.8,1.99,10.0
20,0.0,3185.84,2.65,20.0
30,0.0,3181.08,2.98,30.0
40,0.0,3181.64,3.17,40.0
50,0.0,3181.72,3.51,50.0
60,0.0,3184.36,3.7,60.0
70,0.0,3182.32,3.86,70.0
80,0.0,3177.88,3.95,80.0
90,0.0,3184.28,4.01,90.0
100,0.0,3185.12,4.08,100.0
200,0.02010000000000001,3180.08,4.9,200.0
300,0.05219999999999993,3180.2,5.13,300.0
400,0.11079999999999987,3181.96,5.56,400.0
500,0.1783,3179.24,5.77,500.0
600,0.2657999999999999,3186.08,5.96,600.0
700,0.3682999999999998,3185.12,6.05,700.0
800,0.49259999999999965,3183.6,6.23,800.0
900,0.6382000000000003,3186.12,6.36,900.0
1000,0.7935999999999999,3186.6,6.4,1000.0
1200,1.2293000000000012,3183.84,6.74,1200.0
1400,1.7468999999999997,3178.12,6.93,1400.0
1600,2.2666000000000013,4174.04,6.93,1600.0
1800,2.8811,4207.96,7.02,1800.0
2000,3.613900000000001,4210.96,7.15,2000.0
2500,5.8661,4203.68,7.41,2500.0
3000,8.604500000000002,4205.96,7.57,3000.0
3500,12.0196,4276.24,7.86,3500.0
4000,16.273300000000003,5234.48,7.95,4000.0
4500,20.626100000000005,5239.08,8.01,4500.0
5000,25.691200000000002,5237.36,8.13,5000.0
6000,37.525,6249.24,8.3,6000.0
7000,51.27689999999998,6248.04,8.46,7000.0
8000,71.11390000000002,7262.68,8.76,8000.0
9000,87.502,7273.24,8.8,9000.0
10000,112.12339999999996,8299.48,8.97,10000.0
