N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4176.0,1.0,2.35
20,0.0,3176.0,1.0,2.29
30,0.0001,3240.0,2.0,20.99
40,0.0001,3180.0,2.0,26.41
50,0.0002,3196.0,2.0,30.69
60,0.0003,3188.0,2.0,36.01
70,0.0004,4172.0,2.0,39.61
80,0.0004,4168.0,2.04,43.59
90,0.0006,4168.0,2.12,48.54
100,0.0007000000000000001,3232.0,2.33,52.05
200,0.0025,3216.0,3.01,86.73
300,0.0053,3140.0,3.43,114.75
400,0.0084,3204.0,3.57,132.07
500,0.0125,3156.0,3.99,140.1
600,0.0177,3176.0,4.2,153.29
700,0.023,3196.0,4.32,149.17
800,0.0294,3136.0,4.57,158.04
900,0.0369,3224.0,4.93,151.6
1000,0.0453,4220.0,5.04,166.82
1200,0.0626,4192.0,5.23,154.83
1400,0.09,4196.0,5.97,180.26
1600,0.1094,4216.0,6.11,162.56
1800,0.1447,4160.0,6.67,176.58
2000,0.1757,4188.0,6.92,192.05
2500,0.2747,5236.0,7.74,203.75
3000,0.3942,5220.0,8.56,202.62
3500,0.5162,6280.0,9.13,217.04
4000,0.6907,6296.0,9.8,216.6
4500,0.8368000000000001,6296.0,10.28,226.98
5000,1.0449,7272.0,10.87,271.82
6000,1.4968000000000001,8316.0,11.94,259.2
7000,2.025,8296.0,12.94,282.03
