N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3128.0,2.0,9.45
20,0.0001,3160.0,3.0,16.04
30,0.0001,3224.0,3.0,21.15
40,0.0002,3232.0,3.0,26.83
50,0.0003,3188.0,3.0,30.98
60,0.0004,3168.0,3.13,36.29
70,0.0005,3180.0,3.29,40.51
80,0.0007000000000000001,3172.0,3.61,44.7
90,0.0009,3172.0,3.79,49.27
100,0.001,3196.0,3.84,52.68
200,0.0034999999999999996,3168.0,4.44,87.37
300,0.0068000000000000005,3172.0,4.78,116.74
400,0.011200000000000002,3232.0,5.14,133.81
500,0.0159,3124.0,5.39,141.49
600,0.022400000000000003,3208.0,5.63,153.91
700,0.03,4168.0,6.01,152.21
800,0.038900000000000004,3160.0,6.21,160.43
900,0.0454,3128.0,6.35,154.22
1000,0.0554,4168.0,6.59,167.5
1200,0.0786,4256.0,7.0,158.74
1400,0.1072,4212.0,7.45,181.8
1600,0.1371,4180.0,7.86,165.15
1800,0.172,4204.0,8.36,179.59
2000,0.2145,4196.0,8.89,194.53
2500,0.3281,5220.0,9.72,209.03
3000,0.4679,5228.0,10.74,208.12
3500,0.6369,6224.0,11.38,222.38
4000,0.8133,6204.0,12.14,222.63
4500,1.0215,6244.0,12.85,235.34
5000,1.2546,7264.0,13.45,277.95
6000,1.7866,8292.0,14.8,269.6
7000,2.4978,9096.0,15.93,292.69
