K,Average User Time (s),Average Memory (KB),Passes
1,14.13,289580.0,3
2,12.59,289712.0,3
3,12.09,289656.0,3
4,14.14,289748.0,3
5,11.97,289660.0,3
6,13.83,289612.0,3
7,15.69,289740.0,3
8,13.02,289676.0,3
9,13.97,289328.0,3
10,11.01,289332.0,3
