K,Average User Time (s),Average Memory (KB),Passes
1,55.4067,67586.6667,229
2,13.57,73052.0,26
3,3.69,87914.6667,4
4,5.5867,105266.6667,3
5,7.74,117626.6667,3
6,0.3133,125762.6667,1
7,0.3233,125742.6667,1
8,0.3133,125770.6667,1
9,0.3133,125722.6667,1
10,0.3267,125745.3333,1
