K,Average User Time (s),Average Memory (KB),Passes
1,54.0133,71689.3333,214
2,16.4433,76152.0,2
3,32.17,91672.0,2
4,0.1767,95893.3333,1
5,0.1833,95906.6667,1
6,0.1867,95924.0,1
7,0.18,95928.0,1
8,0.18,95910.6667,1
9,0.1733,95889.3333,1
10,0.19,95917.3333,1
