N,Time (s),Memory (KB),Passes
10,0.0,3072.0,2.0
20,0.0,3072.0,3.0
30,0.0,3072.0,3.0
40,0.0,3072.0,3.0
50,0.0,3072.0,3.0
60,0.0,3072.0,3.0
70,0.0,3072.0,3.0
80,0.0,3072.0,3.0
90,0.0,3072.0,3.0
100,0.0,3072.0,3.0
150,0.0,3072.0,3.2
200,0.0,3072.0,3.1
250,0.01,3072.0,3.1
300,0.01,3072.0,3.1
350,0.01,3072.0,3.1
400,0.01,3072.0,3.1
450,0.02,3072.0,3.1
500,0.02,3072.0,3.2
550,0.02,3072.0,3.2
600,0.02,3072.0,3.4
650,0.02,3072.0,3.2
700,0.03,3072.0,3.4
750,0.04,3072.0,3.4
800,0.04,3072.0,3.3
850,0.03,3072.0,3.4
900,0.04,3072.0,3.5
950,0.04,3072.0,3.4
1000,0.04,3072.0,3.5
