N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3152.0,1.0,1.0
20,0.0001,3196.0,1.94,20.0
30,0.0002,3188.0,2.0,30.0
40,0.0004,3176.0,2.04,40.0
50,0.0007000000000000001,4144.0,2.17,50.0
60,0.0011,4160.0,2.37,60.0
70,0.0015,4144.0,2.47,70.0
80,0.0021,3188.0,2.57,80.0
90,0.0027,3152.0,2.72,90.0
100,0.0034999999999999996,4160.0,2.86,100.0
200,0.0154,4160.0,3.01,200.0
300,0.037200000000000004,4160.0,3.28,300.0
400,0.0709,4172.0,3.56,400.0
500,0.1209,4172.0,3.8,500.0
600,0.1727,4176.0,3.91,600.0
700,0.2433,4184.0,3.97,700.0
800,0.31129999999999997,3104.0,3.99,800.0
900,0.4008,3140.0,4.0,900.0
1000,0.5051,4152.0,4.0,1000.0
1200,0.7428,5168.0,4.04,1200.0
1400,1.0288,4164.0,4.11,1400.0
1600,1.3562,4168.0,4.2,1600.0
1800,1.8146,4176.0,4.43,1800.0
2000,2.2132,4132.0,4.46,2000.0
2500,3.8523,5180.0,4.76,2500.0
3000,5.4916,5228.0,4.89,3000.0
3500,7.5198,6180.0,4.93,3500.0
4000,10.054,6180.0,4.97,4000.0
4500,12.508099999999999,6212.0,4.99,4500.0
5000,15.7949,7204.0,5.01,5000.0
6000,22.7473,8228.0,5.08,6000.0
7000,31.725700000000003,9252.0,5.15,7000.0
8000,42.794700000000006,10276.0,5.25,8000.0
9000,53.8234,10340.0,5.33,9000.0
10000,70.5038,11300.0,5.57,10000.0
