N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3170.0,1.0,0.0
20,0.0,3192.4,1.0,0.0
30,0.0,3188.0,1.0,0.0
40,0.0,3069.6,1.0,0.0
50,0.0,3170.0,1.0,0.0
60,0.0,3184.0,1.0,0.0
70,0.0,3196.8,1.0,0.0
80,0.0,3180.8,1.0,0.0
90,0.0,3179.6,1.0,0.0
100,0.0,3197.2,1.0,0.0
200,0.0,3187.6,1.0,0.0
300,0.0,3171.6,1.0,0.0
400,0.0,3180.8,1.0,0.0
500,0.0,3180.0,1.0,0.0
600,0.0,3185.2,1.0,0.0
700,0.0,3182.0,1.0,0.0
800,0.0,3188.0,1.0,0.0
900,0.0,3158.8,1.0,0.0
1000,0.0,3184.0,1.0,0.0
1200,0.007000000000000001,4205.2,2.0,1100.3
1400,0.009999999999999998,4203.6,2.0,1282.5
1600,0.009999999999999998,5215.2,2.0,1467.9
1800,0.009999999999999998,5231.2,2.0,1661.6
2000,0.009999999999999998,5225.6,2.0,1844.9
2500,0.019999999999999997,6260.8,2.0,2303.0
3000,0.022,6666.0,2.0,2778.1
3500,0.030000000000000006,7277.6,2.0,3234.2
4000,0.031000000000000007,8300.4,2.0,3693.3
4500,0.039,8299.2,2.0,4163.9
5000,0.04399999999999999,9327.2,2.0,4622.2
6000,0.054000000000000006,10360.4,2.0,5549.9
7000,0.06900000000000002,12299.2,2.0,6492.8
8000,0.07899999999999999,13418.0,2.0,7432.5
9000,0.09099999999999998,14436.4,2.0,8369.1
10000,0.10400000000000001,15448.0,2.0,9291.4
