K,Average User Time (s),Average Memory (KB),Passes
1,0.042,4575.2,7
2,0.03,4758.4,4
3,0.03,4904.0,3
4,0.038,5268.8,2
5,0.05,5491.2,2
6,0.064,5668.0,2
7,0.068,5914.4,2
8,0.062,6026.4,1
9,0.066,5950.4,1
10,0.06,5981.6,1
