K,Average User Time (s),Average Memory (KB),Passes
1,0.02,4531.2,3
2,0.026,4832.8,3
3,0.03,5015.2,3
4,0.04,5330.4,2
5,0.054,5283.2,2
6,0.066,5402.4,2
7,0.068,5942.4,2
8,0.064,5955.2,1
9,0.064,5978.4,1
10,0.066,5934.4,1
