K,Average User Time (s),Average Memory (KB),Passes
1,68.69,91520.0,40
2,36.58,100164.0,17
3,31.96,116624.0,12
4,22.74,135508.0,9
5,23.15,148556.0,8
6,15.12,166844.0,6
7,17.61,179972.0,6
8,13.25,196316.0,5
9,17.0,212844.0,5
10,10.92,228344.0,4
