N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3128.0,2.95,10.0
20,0.0002,4176.0,3.97,20.0
30,0.0005,4144.0,4.69,30.0
40,0.001,4168.0,5.3,40.0
50,0.0018,3132.0,5.7,50.0
60,0.0027,3144.0,6.12,60.0
70,0.004,4164.0,6.55,70.0
80,0.0053,4156.0,6.8,80.0
90,0.006999999999999999,4144.0,7.07,90.0
100,0.0091,4152.0,7.44,100.0
200,0.04650000000000001,3172.0,9.1,200.0
300,0.1173,4172.0,10.24,300.0
400,0.2187,4180.0,11.05,400.0
500,0.3578,4144.0,11.75,500.0
600,0.5492,3108.0,12.23,600.0
700,0.7746,3164.0,12.72,700.0
800,1.0528,3128.0,13.1,800.0
900,1.3522999999999998,3108.0,13.43,900.0
1000,1.6788999999999998,3188.0,13.8,1000.0
1200,2.608,3108.0,14.4,1200.0
1400,3.7097,3132.0,14.74,1400.0
1600,4.8895,4176.0,15.21,1600.0
1800,6.2923,4208.0,15.65,1800.0
2000,8.0084,4132.0,16.0,2000.0
2500,13.291199999999998,4140.0,16.59,2500.0
3000,19.8176,4156.0,17.06,3000.0
3500,29.5137,5156.0,17.62,3500.0
4000,36.0236,5236.0,18.09,4000.0
4500,47.0309,5156.0,18.41,4500.0
5000,58.20439999999999,5200.0,18.8,5000.0
6000,87.051,6264.0,19.25,6000.0
7000,121.8224,6200.0,19.86,7000.0
8000,158.6062,7204.0,20.18,8000.0
9000,207.8164,7232.0,20.58,9000.0
10000,262.1544,8252.0,20.97,10000.0
