K,Average User Time (s),Average Memory (KB),Passes
1,0.602,21244.8,4
2,0.584,21516.0,4
3,0.61,21472.0,4
4,0.586,21509.6,4
5,0.584,21472.8,4
6,0.592,21468.8,4
7,0.59,21444.0,4
8,0.604,21467.2,4
9,0.59,21484.0,4
10,0.606,21496.0,4
