N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,1e-05,5188.0,1.0,2.346
20,5e-05,5192.0,1.0,4.6
30,5e-05,6220.0,1.0,6.606
40,8e-05,7284.0,1.0,8.433
50,0.0001,7260.0,1.0,10.19
60,0.00011999999999999999,8264.0,1.0,11.869
70,0.00015,9284.0,1.0,13.562
80,0.00017,9312.0,1.0,14.981
90,0.0002,9312.0,1.0,16.816
100,0.00022,11384.0,1.0,18.202
200,0.00049,18532.0,1.0,33.038
300,0.00078,24704.0,1.0,46.771
400,0.00107,31816.0,1.0,60.307
500,0.0013700000000000001,39012.0,1.0,73.048
600,0.00287,45128.0,1.0,85.738
700,0.00344,52324.0,1.0,98.12
800,0.00267,59520.0,1.0,110.507
900,0.00417,66632.0,1.0,122.382
1000,0.00348,73828.0,1.0,134.518
1200,0.02041,4168.0,2.864,1078.38
1400,0.025670000000000002,3144.0,2.907,1259.78
1600,0.032740000000000005,4132.0,2.887,1441.25
1800,0.028210000000000002,5208.0,2.938,1622.67
2000,0.03232,4132.0,2.95,1805.07
2500,0.04366,4168.0,2.988,2259.89
3000,0.05439,4180.0,2.995,2715.88
3500,0.06805,5156.0,2.997,3172.48
4000,0.08056999999999999,5164.0,3.027,3630.35
4500,0.09228,6216.0,3.03,4086.92
5000,0.10792,6212.0,3.031,4545.75
6000,0.13615,6184.0,3.051,5461.73
7000,0.16975,6200.0,3.045,6379.83
8000,0.20041,8264.0,3.052,7299.4
9000,0.23136,7236.0,3.071,8218.1
10000,0.26905,8228.0,3.063,9139.67
