N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2.9999999999999997e-05,3108.0,2.0,9.636
20,0.0001,4144.0,3.0,18.462
30,0.00017999999999999998,4192.0,3.039,27.362
40,0.00025,2096.0,3.053,36.096
50,0.00034,3108.0,3.098,44.998
60,0.00041999999999999996,4192.0,3.121,53.831
70,0.0005,4172.0,3.149,62.629
80,0.0005899999999999999,3108.0,3.194,71.523
90,0.00068,4188.0,3.209,80.302
100,0.0008100000000000001,4168.0,3.225,89.306
200,0.0019399999999999999,4168.0,3.378,178.218
300,0.00322,3108.0,3.5,267.593
400,0.0046500000000000005,4168.0,3.599,357.311
500,0.00619,4196.0,3.619,446.873
600,0.012199999999999999,4168.0,3.705,536.71
700,0.01584,4168.0,3.745,626.678
800,0.01774,3144.0,3.772,717.279
900,0.019649999999999997,4168.0,3.804,806.866
1000,0.021920000000000002,4188.0,3.813,897.68
1200,0.02586,3108.0,3.849,1078.59
1400,0.033049999999999996,3124.0,3.882,1260.11
1600,0.03767,5192.0,3.888,1440.93
1800,0.03455,5248.0,3.944,1622.61
2000,0.03925,4132.0,3.956,1804.59
2500,0.05343,4168.0,3.964,2259.59
3000,0.06708,5192.0,4.0,2715.8
3500,0.08329,6244.0,4.015,3172.38
4000,0.1002,5180.0,4.027,3629.59
4500,0.11262,5152.0,4.032,4087.19
5000,0.13057,5172.0,4.042,4545.91
6000,0.16336,6180.0,4.041,5461.17
7000,0.20359,8292.0,4.06,6380.1
8000,0.23927,6200.0,4.061,7299.68
9000,0.27827999999999997,8268.0,4.061,8217.26
10000,0.32356,8256.0,4.08,9139.42
