N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,1e-05,5192.0,1.0,2.346
20,2.9999999999999997e-05,5216.0,1.0,4.6
30,7.000000000000001e-05,6220.0,1.0,6.606
40,8e-05,7244.0,1.0,8.433
50,0.00011,7240.0,1.0,10.19
60,0.00011999999999999999,8264.0,1.0,11.869
70,0.00015,8268.0,1.0,13.562
80,0.00017,9296.0,1.0,14.981
90,0.00019,10312.0,1.0,16.816
100,0.00022,11336.0,1.0,18.202
200,0.00049,18516.0,1.0,33.038
300,0.00079,24676.0,1.0,46.771
400,0.00108,31844.0,1.0,60.307
500,0.0014,37920.0,1.0,73.048
600,0.0028399999999999996,43072.0,1.0,85.738
700,0.00342,52292.0,1.0,98.12
800,0.0031,57380.0,1.0,110.507
900,0.00366,65600.0,1.0,122.382
1000,0.00501,73824.0,1.0,134.518
1200,0.02255,4132.0,1.94,1078.35
1400,0.02777,5156.0,1.997,1259.38
1600,0.02523,5156.0,2.0,1440.82
1800,0.02896,5152.0,2.0,1622.81
2000,0.033030000000000004,5156.0,2.0,1804.46
2500,0.04354,7240.0,2.0,2258.7
3000,0.0549,7204.0,2.0,2715.0
3500,0.06712,8264.0,2.0,3171.2
4000,0.07955,8228.0,2.0,3629.11
4500,0.09358,9296.0,2.0,4087.13
5000,0.10920999999999999,11336.0,2.0,4543.99
6000,0.13577,11344.0,2.0,5459.57
7000,0.16781000000000001,12352.0,2.0,6378.37
8000,0.20197,14416.0,2.0,7297.55
9000,0.23099,15468.0,2.0,8216.24
10000,0.27444,17532.0,2.0,9137.97
