N,Time (s),Memory (KB),Passes
10,0.0,3072.0,2.0
20,0.0,3072.0,3.0
30,0.0,3072.0,3.03
40,0.0,3072.0,3.07
50,0.0,3072.0,3.03
60,0.0,3072.0,3.09
70,0.0,3072.0,3.14
80,0.0,3072.0,3.09
90,0.0,3072.0,3.14
100,0.0,3072.0,3.08
200,0.0,3072.0,3.18
300,0.01,3072.0,3.33
400,0.01,3072.0,3.36
500,0.02,3072.0,3.36
600,0.02,3072.0,3.27
700,0.03,3072.0,3.43
800,0.03,3072.0,3.47
900,0.04,3072.0,3.43
1000,0.05,3072.0,3.46
1250,0.07,3072.0,3.51
1500,0.09,4096.0,3.61
1750,0.11,4096.0,3.65
2000,0.14,4096.0,3.6
2250,0.16,4096.0,3.64
2500,0.2,4096.0,3.66
3000,0.26,4096.0,3.6
3500,0.33,4096.0,3.69
4000,0.42,5120.0,3.64
4500,0.5,5120.0,3.74
5000,0.6,6144.0,3.79
6000,0.78,6144.0,3.86
7000,0.99,6144.0,3.77
8000,1.32,7168.0,3.86
9000,1.52,8192.0,3.8
10000,1.88,8192.0,3.76
