N,Time (s),Memory (KB),Passes
10,0.0,3072.0,1.0
20,0.0,3072.0,1.0
30,0.0,3072.0,1.0
40,0.0,3072.0,1.0
50,0.0,3072.0,1.0
60,0.0,3072.0,1.0
70,0.0,3072.0,1.0
80,0.0,3072.0,1.0
90,0.0,3072.0,1.0
100,0.0,3072.0,1.0
200,0.0,3072.0,1.0
300,0.0,3072.0,1.0
400,0.0,3072.0,1.0
500,0.01,3072.0,1.0
600,0.01,3072.0,1.0
700,0.01,3072.0,1.0
800,0.01,3072.0,1.0
900,0.02,4096.0,1.0
1000,0.02,4096.0,1.0
1250,0.03,4096.0,1.0
1500,0.03,4096.0,1.0
1750,0.05,4096.0,1.0
2000,0.05,5120.0,1.0
2250,0.07,5120.0,1.0
2500,0.08,5120.0,1.0
3000,0.11,6144.0,1.0
3500,0.13,6144.0,1.0
4000,0.17,7168.0,1.0
4500,0.23,7168.0,1.0
5000,0.25,7168.0,1.0
6000,0.3,9216.0,1.0
7000,0.39,10240.0,1.0
8000,0.69,10240.0,1.0
9000,0.62,11264.0,1.0
10000,1.13,13312.0,1.0
