N,Time (s),Memory (KB),Passes
10,0.0,4176.0,1.0
20,0.0,3164.0,1.0
30,0.0,3136.0,1.98
40,0.0,4172.0,2.0
50,0.0,4172.0,2.0
60,0.0,4136.0,2.0
70,0.0,3136.0,2.0
80,0.0,3144.0,2.0
90,0.0,4148.0,2.0
100,0.0,4152.0,2.0
200,0.0,4148.0,2.0
300,0.0,4168.0,2.0
400,0.0,4184.0,2.0
500,0.01,3160.0,2.0
600,0.01,4176.0,2.0
700,0.01,4132.0,2.0
800,0.01,4188.0,2.0
900,0.01,5180.0,2.0
1000,0.02,5176.0,2.0
1250,0.02,5216.0,2.0
1500,0.03,4132.0,2.0
1750,0.04,5204.0,2.0
2000,0.05,4204.0,2.0
2250,0.06,6236.0,2.0
2500,0.07,6200.0,2.0
3000,0.09,5224.0,2.0
3500,0.12,6292.0,2.0
4000,0.14,7244.0,2.0
4500,0.16,8232.0,2.0
5000,0.19,8284.0,2.0
6000,0.25,8228.0,2.0
7000,0.32,9308.0,2.0
8000,0.39,10276.0,2.0
9000,0.45,11380.0,2.0
10000,0.52,11300.0,2.0
