K,Iteration,User Time (s),Memory (KB),Passes
4,1,24.62,45528.0,5
4,2,23.96,45440.0,5
4,3,6.2,45400.0,5
4,4,22.55,45428.0,5
4,5,25.44,45428.0,5
4,6,25.28,45376.0,5
4,7,25.83,45540.0,5
4,8,24.91,45476.0,5
4,9,26.33,45520.0,5
4,10,27.05,45400.0,5
4,11,24.73,45316.0,5
4,12,24.77,45420.0,5
4,13,24.92,45540.0,5
4,14,6.67,45532.0,5
4,15,25.72,45512.0,5
4,16,6.62,45428.0,5
4,17,25.38,45512.0,5
4,18,6.4,45376.0,5
4,19,25.77,45472.0,5
4,20,21.79,45464.0,5
4,21,23.95,45468.0,5
4,22,18.58,45460.0,5
4,23,6.25,45432.0,5
4,24,25.56,45444.0,5
4,25,6.82,45460.0,5
4,26,26.39,45372.0,5
4,27,6.51,45472.0,5
4,28,24.45,45412.0,5
4,29,23.9,45500.0,5
4,30,24.44,45460.0,5
4,31,6.52,45440.0,5
4,32,25.2,45356.0,5
4,33,6.46,45428.0,5
4,34,27.45,45440.0,5
4,35,6.45,45472.0,5
4,36,6.43,45436.0,5
4,37,6.42,45460.0,5
4,38,25.4,45520.0,5
4,39,24.95,45464.0,5
4,40,24.07,45412.0,5
4,41,25.08,45456.0,5
4,42,24.7,45340.0,5
4,43,6.59,45432.0,5
4,44,25.48,45536.0,5
4,45,6.51,45456.0,5
4,46,24.42,45416.0,5
4,47,26.04,45468.0,5
4,48,25.08,45528.0,5
4,49,6.4,45412.0,5
4,50,6.63,45360.0,5
