K,Iteration,User Time (s),Memory (KB),Passes
7,1,8.24,45380.0,5
7,2,5.76,45512.0,5
7,3,8.64,45412.0,5
7,4,5.8,45472.0,5
7,5,8.09,45364.0,5
7,6,5.77,45392.0,5
7,7,8.17,45532.0,5
7,8,5.79,45540.0,5
7,9,7.21,45516.0,5
7,10,7.01,45408.0,5
7,11,7.06,45516.0,5
7,12,7.08,45540.0,5
7,13,7.47,45380.0,5
7,14,7.32,45396.0,5
7,15,6.75,45536.0,5
7,16,7.46,45396.0,5
7,17,7.21,45416.0,5
7,18,6.67,45376.0,5
7,19,7.92,45496.0,5
7,20,7.68,45452.0,5
7,21,7.9,45512.0,5
7,22,7.56,45360.0,5
7,23,7.76,45356.0,5
7,24,7.67,45432.0,5
7,25,17.95,45464.0,5
7,26,25.15,45388.0,5
7,27,26.73,45460.0,5
7,28,26.13,45412.0,5
7,29,26.24,45412.0,5
7,30,25.0,45412.0,5
7,31,27.46,45448.0,5
7,32,26.13,45496.0,5
7,33,23.01,45392.0,5
7,34,26.85,45412.0,5
7,35,25.92,45412.0,5
7,36,24.03,45520.0,5
7,37,24.23,45412.0,5
7,38,25.4,45480.0,5
7,39,26.81,45528.0,5
7,40,24.63,45532.0,5
7,41,24.96,45432.0,5
7,42,25.16,45500.0,5
7,43,25.53,45472.0,5
7,44,23.99,45460.0,5
7,45,26.18,45420.0,5
7,46,24.29,45516.0,5
7,47,24.7,45440.0,5
7,48,27.44,45520.0,5
7,49,25.79,45472.0,5
7,50,25.28,45428.0,5
