K,Iteration,User Time (s),Memory (KB),Passes
8,1,24.15,45440.0,5
8,2,26.04,45432.0,5
8,3,26.84,45448.0,5
8,4,23.99,45520.0,5
8,5,25.16,45544.0,5
8,6,23.74,45416.0,5
8,7,26.62,45412.0,5
8,8,23.86,45452.0,5
8,9,25.79,45432.0,5
8,10,26.94,45376.0,5
8,11,24.08,45344.0,5
8,12,24.11,45460.0,5
8,13,25.49,45532.0,5
8,14,26.07,45544.0,5
8,15,25.87,45532.0,5
8,16,25.03,45468.0,5
8,17,25.1,45440.0,5
8,18,26.46,45412.0,5
8,19,25.41,45460.0,5
8,20,24.77,45500.0,5
8,21,25.96,45460.0,5
8,22,26.56,45416.0,5
8,23,24.12,45400.0,5
8,24,25.79,45512.0,5
8,25,25.61,45480.0,5
8,26,25.49,45412.0,5
8,27,25.02,45372.0,5
8,28,25.27,45536.0,5
8,29,24.51,45376.0,5
8,30,26.37,45500.0,5
8,31,25.52,45456.0,5
8,32,26.17,45464.0,5
8,33,27.36,45460.0,5
8,34,26.45,45412.0,5
8,35,25.72,45468.0,5
8,36,23.17,45360.0,5
8,37,26.36,45428.0,5
8,38,26.92,45464.0,5
8,39,16.67,45440.0,5
8,40,6.48,45436.0,5
8,41,5.91,45500.0,5
8,42,6.4,45428.0,5
8,43,5.86,45452.0,5
8,44,5.84,45372.0,5
8,45,6.01,45456.0,5
8,46,6.54,45380.0,5
8,47,6.42,45524.0,5
8,48,6.42,45408.0,5
8,49,6.38,45312.0,5
8,50,5.94,45400.0,5
