K,Average User Time (s),Average Memory (KB),Passes
1,2.832,39664.0,3
2,2.83,41271.2,3
3,2.81,41256.0,3
4,2.89,41271.2,3
5,2.74,41304.0,3
6,2.834,41268.0,3
7,2.816,41300.8,3
8,2.908,41334.4,3
9,2.778,41324.0,3
10,2.874,41297.6,3
