K,Average User Time (s),Average Memory (KB),Passes
1,0.038,4530.4,7
2,0.028,4751.2,4
3,0.03,4901.6,3
4,0.036,5264.8,2
5,0.052,5514.4,2
6,0.062,5594.4,2
7,0.068,5884.0,2
8,0.066,5976.0,1
9,0.062,6037.6,1
10,0.066,6053.6,1
