K,Average User Time (s),Average Memory (KB),Passes
1,5.354,45527.2,5
2,5.418,45517.6,5
3,5.526,45505.6,5
4,5.388,45504.0,5
5,5.518,45505.6,5
6,5.442,45556.8,5
7,5.48,45494.4,5
8,5.368,45504.0,5
9,5.536,45495.2,5
10,5.332,45544.8,5
