K,Average User Time (s),Average Memory (KB),Passes
2,17724.52,2003400.0,165
3,14134.3,2381244.0,48
4,14146.14,2777428.0,24
5,14153.42,3171268.0,20
6,5860.08,3591636.0,10
7,8031.93,3938004.0,15
8,10357.45,4307464.0,13
9,16987.02,4712104.0,12
10,41.27,4910496.0,2
