K,Average User Time (s),Average Memory (KB),Passes
1,1.072,13241.6,2
2,0.004,15822.4,1
3,0.002,15909.6,1
4,0.0,15812.8,1
5,0.002,15838.4,1
6,0.0,15913.6,1
7,0.002,15871.2,1
8,0.0,15848.0,1
9,0.0,15881.6,1
10,0.002,15839.2,1
