N,Time (s),Memory (KB),Passes
10,0.0,4024.0,1.0
20,0.0,3928.0,1.0
30,0.0,3888.0,1.0
40,0.0,4024.0,1.0
50,0.0,3948.0,1.0
60,0.0,3948.0,1.0
70,0.0,4196.0,1.0
80,0.0,3972.0,1.0
90,0.0,3944.0,1.0
100,0.0,4100.0,1.0
150,0.0,4276.0,1.0
200,0.0,4036.0,1.0
250,0.0,4228.0,1.0
300,0.0,4204.0,1.0
350,0.0,4116.0,1.0
400,0.0,4148.0,1.0
450,0.0,4424.0,1.0
500,0.0,4432.0,1.0
600,0.0,4488.0,1.0
700,0.0,4596.0,1.0
800,0.0,4712.0,1.0
900,0.0,4668.0,1.0
1000,0.0,4684.0,1.0
1200,0.01,5004.0,1.0
1400,0.01,4968.0,1.0
1600,0.01,5380.0,1.0
1800,0.01,5548.0,1.0
2000,0.01,5488.0,1.0
2500,0.02,6292.0,1.0
3000,0.02,6736.0,1.0
3500,0.02,7288.0,1.0
4000,0.03,7548.0,1.0
4500,0.04,8136.0,1.0
5000,0.04,8400.0,1.0
6000,0.05,10056.0,1.0
7000,0.06,10692.0,1.0
8000,0.07,12852.0,1.0
9000,0.08,12476.0,1.0
10000,0.09,14448.0,1.0
