N,Time (s),Memory (KB),Passes
10,0.0,3976.0,2.0
20,0.0,3976.0,3.0
30,0.0,3800.0,3.06
40,0.0,3896.0,3.07
50,0.0,3916.0,3.09
60,0.0,4000.0,3.12
70,0.0,3820.0,3.16
80,0.0,4008.0,3.16
90,0.0,4032.0,3.19
100,0.0,4048.0,3.24
150,0.0,4064.0,3.35
200,0.0,3888.0,3.4
250,0.0,4112.0,3.44
300,0.0,4068.0,3.51
350,0.0,4320.0,3.54
400,0.0,4112.0,3.62
450,0.0,4216.0,3.63
500,0.0,4132.0,3.66
600,0.01,4220.0,3.67
700,0.01,4356.0,3.74
800,0.01,4224.0,3.78
900,0.01,4456.0,3.81
1000,0.01,4436.0,3.84
1200,0.01,4540.0,3.86
1400,0.02,4728.0,3.9
1600,0.02,4652.0,3.94
1800,0.02,4880.0,3.94
2000,0.02,4948.0,3.94
2500,0.03,5124.0,3.98
3000,0.04,5524.0,4.0
3500,0.05,5800.0,4.02
4000,0.05,5980.0,4.02
4500,0.07,6108.0,4.02
5000,0.07,6320.0,4.04
6000,0.08,7052.0,4.04
7000,0.1,7544.0,4.06
8000,0.14,7708.0,4.06
9000,0.17,8624.0,4.09
10000,0.18,8644.0,4.06
