M,Time (s),Memory (KB),Passes
100,0.0,6776.0,2.0
500,0.0,6996.0,2.0
1000,0.0,7172.0,2.0
2500,0.0,7300.0,2.0
5000,0.0,7288.0,2.51
7500,0.02,7328.0,4.09
10000,0.03,8296.0,4.19
15000,0.04,8104.0,4.14
20000,0.05,8288.0,4.14
25000,0.06,8396.0,4.14
30000,0.07,8304.0,4.04
40000,0.08,8544.0,4.12
50000,0.09,8740.0,4.17
75000,0.13,8568.0,4.09
100000,0.14,8676.0,4.03
200000,0.25,9312.0,4.06
300000,0.37,8812.0,4.0
400000,0.44,8768.0,3.93
500000,0.62,8616.0,3.97
750000,0.93,9132.0,3.88
1000000,1.09,9248.0,3.84
2500000,2.65,8708.0,3.7
5000000,4.61,8864.0,3.36
7500000,6.33,8756.0,3.18
10000000,8.86,9004.0,3.15
25000000,19.97,9212.0,3.05
49995000,40.84,9396.0,3.01
