M,Time (s),Memory (KB),Passes
100,0.0,40296.0,1.0
500,0.0,40844.0,1.0
1000,0.0,42204.0,1.0
2500,0.0,46188.0,1.0
5000,0.0,54224.0,1.0
7500,0.0,61888.0,1.0
10000,0.0,66492.0,1.0
15000,0.0,70392.0,1.0
20000,0.01,71880.0,1.0
25000,0.01,73608.0,1.0
30000,0.01,74796.0,1.0
40000,0.01,75864.0,1.0
50000,0.01,76904.0,1.0
75000,0.09,12320.0,1.16
100000,0.11,12480.0,1.16
200000,0.16,12732.0,1.17
300000,0.19,12540.0,1.17
400000,0.22,12628.0,1.17
500000,0.26,12744.0,1.17
750000,0.34,12700.0,1.17
1000000,0.43,12804.0,1.17
2500000,1.08,12924.0,1.17
5000000,1.93,12680.0,1.17
7500000,2.72,12724.0,1.17
10000000,3.84,12648.0,1.17
25000000,9.37,12648.0,1.17
49995000,17.55,12564.0,1.17
