K,Time (s),Memory (KB),Passes
1,19011.98,1630848.0,6
2,17298.46,1631472.0,6
3,17257.14,1631344.0,6
4,18494.74,1631316.0,6
5,17265.03,1631096.0,6
6,19639.87,1631264.0,6
7,21015.95,1631188.0,6
8,21868.19,1631356.0,6
9,23209.84,1631144.0,6
10,20503.9,1631296.0,6
