K,Time (s),Memory (KB),Passes
1,17998.74,1944960.0,4
2,16261.17,2314576.0,4
3,14679.8,2667864.0,3
4,18099.87,3035272.0,2
5,18648.44,3397320.0,2
6,23015.19,3753664.0,2
7,16344.73,4099304.0,2
8,13616.41,4432712.0,2
9,12.14,1335168.0,1
10,13.27,1335124.0,1
