N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,1.0,2.32
20,0.0,4196.0,1.0,2.32
30,0.0,4164.0,1.0,1.7
40,0.0,4168.0,1.0,1.58
50,0.0,4196.0,1.0,0.96
60,0.0001,4236.0,1.0,0.88
70,0.0001,4168.0,1.0,0.73
80,0.0001,4236.0,1.0,0.63
90,0.0001,4184.0,1.0,0.82
100,0.0002,4160.0,1.0,0.4
200,0.0004,5192.0,1.0,0.11
300,0.0007000000000000001,6236.0,1.0,0.23
400,0.001,6216.0,1.0,0.29
500,0.0012,7240.0,1.0,0.1
600,0.0015,7268.0,1.0,0.06
700,0.0018,8276.0,1.0,0.01
800,0.0022,9288.0,1.0,0.01
900,0.0024,9296.0,1.0,0.18
1000,0.0028000000000000004,8224.0,1.0,0.03
1200,0.011000000000000001,5188.0,2.0,76.88
1400,0.0132,5192.0,2.0,86.38
1600,0.015600000000000001,6216.0,2.0,72.91
1800,0.0183,6256.0,2.01,75.07
2000,0.021,6240.0,2.03,80.51
2500,0.0262,7236.0,2.02,75.97
3000,0.0325,8288.0,2.04,74.33
3500,0.0388,8292.0,2.03,73.53
4000,0.0449,9300.0,2.01,68.42
4500,0.051100000000000007,8264.0,2.02,69.73
5000,0.0604,10328.0,2.02,78.56
6000,0.0724,11428.0,2.01,71.08
7000,0.08900000000000001,13284.0,2.03,72.93
8000,0.10339999999999999,14408.0,2.01,71.49
9000,0.11689999999999999,15508.0,2.0,64.17
10000,0.13369999999999999,15772.0,2.0,64.0
