N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,1.0,2.32
20,0.0,4176.0,1.0,2.32
30,0.0,4164.0,1.0,1.7
40,0.0,4224.0,1.0,1.58
50,0.0,4168.0,1.0,0.96
60,0.0001,4164.0,1.0,0.88
70,0.0001,4164.0,1.0,0.73
80,0.0001,4168.0,1.0,0.63
90,0.0001,4192.0,1.0,0.82
100,0.0001,4276.0,1.0,0.4
200,0.0004,5212.0,1.0,0.11
300,0.0006,6216.0,1.0,0.23
400,0.0009,6240.0,1.0,0.29
500,0.0013,7228.0,1.0,0.1
600,0.0015,7240.0,1.0,0.06
700,0.0018,8264.0,1.0,0.01
800,0.0022,9316.0,1.0,0.01
900,0.0024,9316.0,1.0,0.18
1000,0.0028000000000000004,10312.0,1.0,0.03
1200,0.0124,5192.0,2.0,75.38
1400,0.015300000000000001,5240.0,2.0,84.62
1600,0.0182,6216.0,2.0,71.46
1800,0.0212,6216.0,2.0,74.75
2000,0.0239,6216.0,2.0,79.59
2500,0.030899999999999997,6220.0,2.0,75.95
3000,0.037599999999999995,8312.0,2.0,74.31
3500,0.0461,7224.0,2.01,73.03
4000,0.0535,9288.0,2.0,67.92
4500,0.0602,8228.0,2.02,70.05
5000,0.0694,10312.0,2.01,78.43
6000,0.0849,10300.0,2.01,71.62
7000,0.10060000000000001,13136.0,2.02,73.07
8000,0.1168,13368.0,2.0,72.09
9000,0.131,14460.0,2.0,64.39
10000,0.1521,16204.0,2.0,63.86
