K,Average User Time (s),Average Memory (KB),Passes
1,3.3133,31070.6667,13
2,1.8567,36510.6667,4
3,1.1233,42870.6667,3
4,1.82,48133.3333,2
5,0.09,51516.0,1
6,0.0833,51580.0,1
7,0.0867,51598.6667,1
8,0.0867,51649.3333,1
9,0.08,51540.0,1
10,0.0867,51576.0,1
