K,Average User Time (s),Average Memory (KB),Passes
1,10.6567,10689.3333,221
2,1.7933,12289.3333,35
3,1.0367,14057.3333,19
4,0.6767,15598.6667,12
5,0.51,17516.0,9
6,0.2867,19357.3333,4
7,0.41,21204.0,6
8,0.2033,23592.0,3
9,0.2167,25372.0,3
10,0.1867,26745.3333,2
