K,Time (s),Memory (KB),Passes
1,10.16,359816.0,6
2,5.67,146852.0,4
3,3.51,122356.0,3
4,4.31,130364.0,3
5,3.44,197556.0,3
6,3.6,178268.0,3
7,2.91,153880.0,2
8,3.1,137508.0,2
9,3.2,127744.0,2
10,3.58,137516.0,2
