K,Time (s),Memory (KB),Passes
1,348.43,49132.0,692
2,11.42,53580.0,10
3,6.85,64956.0,6
4,7.48,73092.0,5
5,5.82,82460.0,4
6,8.71,91264.0,4
7,4.32,101012.0,3
8,6.19,111624.0,3
9,7.28,122496.0,3
10,3.59,132948.0,2
