K,Time (s),Memory (KB),Passes
1,410.0,47860.0,853
2,18.83,53284.0,22
3,10.76,62404.0,9
4,8.68,72316.0,6
5,7.62,82064.0,5
6,6.82,91896.0,4
7,8.43,101724.0,4
8,5.19,113676.0,3
9,6.1,121548.0,3
10,8.55,132992.0,3
