K,Average User Time (s),Average Memory (KB),Passes
1,28.05,232720.0,4
2,12.2733,191394.6667,3
3,27.7833,212909.3333,3
4,41.7133,247506.6667,3
5,0.61,231380.0,1
6,0.5833,231398.6667,1
7,0.6067,231369.3333,1
8,0.61,231432.0,1
9,0.6133,231352.0,1
10,0.62,231325.3333,1
