K,Average User Time (s),Average Memory (KB),Passes
1,0.0,3789.6,2
2,0.0,3800.0,2
3,0.0,3813.6,2
4,0.0,3790.4,2
5,0.0,3780.0,2
6,0.0,3737.6,2
7,0.0,3811.2,2
8,0.0,3790.4,2
9,0.0,3762.4,2
10,0.0,3816.8,2
